sku,product_name,category,group,subgroup,brand,base_price,initial_ticket_price,costos
BOOEDRE002,KnowledgeBase Guide Reference,Books,Educational,Reference,KnowledgeBase,25.18,27.83,11.88
BOOEDRE003,PageTurn Complete Reference,Books,Educational,Reference,PageTurn,23.4,27.61,10.7
BOOEDRE004,ReadNow Essential Reference,Books,Educational,Reference,ReadNow,25.79,31.51,12.38
BOOEDRE005,KnowledgeBase Complete Reference,Books,Educational,Reference,KnowledgeBase,27.64,34.37,14.43
BOOEDRE006,PageTurn Advanced Reference,Books,Educational,Reference,PageTurn,29.54,33.65,11.9
BOOEDRE007,LiteraryPlus Master Reference,Books,Educational,Reference,LiteraryPlus,20.07,25.68,9.98
BOOEDRE008,LiteraryPlus Guide Reference,Books,Educational,Reference,LiteraryPlus,22.43,24.94,12.09
BOOEDRE009,LiteraryPlus Master Reference,Books,Educational,Reference,LiteraryPlus,29.33,32.86,13.28
BOOEDRE010,Bookworm Essential Reference,Books,Educational,Reference,Bookworm,24.85,28.75,10.9
BOOEDRE011,KnowledgeBase Complete Reference,Books,Educational,Reference,KnowledgeBase,23.06,27.86,12.0
BOOEDRE012,Bookworm Master Reference,Books,Educational,Reference,Bookworm,23.1,28.72,11.36
BOOEDCH001,Bookworm Guide Children's Learning,Books,Educational,Children's Learning,Bookworm,22.72,25.54,10.5
BOOEDCH002,LiteraryPlus Guide Children's Learning,Books,Educational,Children's Learning,LiteraryPlus,21.8,24.77,10.95
BOOEDCH003,Bookworm Complete Children's Learning,Books,Educational,Children's Learning,Bookworm,25.24,28.31,12.78
BOOEDCH004,ReadNow Master Children's Learning,Books,Educational,Children's Learning,ReadNow,25.66,33.17,11.25
BOOEDCH005,KnowledgeBase Complete Children's Learning,Books,Educational,Children's Learning,KnowledgeBase,24.83,30.04,12.93
BOOEDCH006,PageTurn Essential Children's Learning,Books,Educational,Children's Learning,PageTurn,20.43,26.36,10.11
BOOEDCH007,Bookworm Essential Children's Learning,Books,Educational,Children's Learning,Bookworm,26.01,33.21,13.6
BOOEDCH008,ReadNow Advanced Children's Learning,Books,Educational,Children's Learning,ReadNow,22.27,27.22,9.62
BEASKCL001,LuxeBeauty Luxe Cleansers,Beauty,Skincare,Cleansers,LuxeBeauty,38.57,49.37,18.05
BEASKCL002,GlowUp Pure Cleansers,Beauty,Skincare,Cleansers,GlowUp,37.65,47.29,13.08
BEASKCL003,PrettyYou Pro Cleansers,Beauty,Skincare,Cleansers,PrettyYou,36.39,43.11,16.9
BEASKCL004,BeautyBasics Pure Cleansers,Beauty,Skincare,Cleansers,BeautyBasics,42.67,52.26,13.62
BEASKCL005,RadiantSkin Perfect Cleansers,Beauty,Skincare,Cleansers,RadiantSkin,39.22,44.46,16.37
BEASKCL006,BeautyBasics Radiant Cleansers,Beauty,Skincare,Cleansers,BeautyBasics,43.78,50.05,20.69
BEASKCL007,RadiantSkin Perfect Cleansers,Beauty,Skincare,Cleansers,RadiantSkin,33.52,41.18,10.22
BEASKCL008,LuxeBeauty Luxe Cleansers,Beauty,Skincare,Cleansers,LuxeBeauty,41.7,47.81,17.07
BEASKCL009,PrettyYou Perfect Cleansers,Beauty,Skincare,Cleansers,PrettyYou,38.24,45.87,16.02
BEASKCL010,GlowUp Pure Cleansers,Beauty,Skincare,Cleansers,GlowUp,47.79,59.22,15.64
BEASKMO001,PrettyYou Luxe Moisturizers,Beauty,Skincare,Moisturizers,PrettyYou,38.46,47.83,14.83
BEASKMO002,LuxeBeauty Radiant Moisturizers,Beauty,Skincare,Moisturizers,LuxeBeauty,43.07,48.48,21.46
BEASKMO003,PrettyYou Radiant Moisturizers,Beauty,Skincare,Moisturizers,PrettyYou,33.66,40.92,14.97
BEASKMO004,PrettyYou Perfect Moisturizers,Beauty,Skincare,Moisturizers,PrettyYou,36.38,40.64,11.49
BEASKMO005,PrettyYou Essential Moisturizers,Beauty,Skincare,Moisturizers,PrettyYou,46.3,53.92,15.67
BEASKMO006,GlowUp Pure Moisturizers,Beauty,Skincare,Moisturizers,GlowUp,35.62,39.67,13.21
BEASKMO007,GlowUp Essential Moisturizers,Beauty,Skincare,Moisturizers,GlowUp,40.29,50.77,12.63
BEASKMO008,BeautyBasics Radiant Moisturizers,Beauty,Skincare,Moisturizers,BeautyBasics,35.73,45.59,14.58
BEASKTR001,LuxeBeauty Luxe Treatments,Beauty,Skincare,Treatments,LuxeBeauty,42.4,49.39,17.24
BEASKTR002,PrettyYou Luxe Treatments,Beauty,Skincare,Treatments,PrettyYou,37.32,48.47,16.19
BEASKTR003,BeautyBasics Pure Treatments,Beauty,Skincare,Treatments,BeautyBasics,42.58,53.06,17.52
BEASKTR004,RadiantSkin Pure Treatments,Beauty,Skincare,Treatments,RadiantSkin,39.43,47.81,12.3
BEASKTR005,RadiantSkin Luxe Treatments,Beauty,Skincare,Treatments,RadiantSkin,47.31,58.57,15.85
BEASKTR006,PrettyYou Essential Treatments,Beauty,Skincare,Treatments,PrettyYou,35.21,39.41,14.33
BEASKTR007,LuxeBeauty Pro Treatments,Beauty,Skincare,Treatments,LuxeBeauty,39.2,45.84,17.69
BEASKTR008,LuxeBeauty Pro Treatments,Beauty,Skincare,Treatments,LuxeBeauty,42.63,54.8,19.57
BEASKTR009,GlowUp Radiant Treatments,Beauty,Skincare,Treatments,GlowUp,35.75,40.41,13.58
BEASKTR010,GlowUp Radiant Treatments,Beauty,Skincare,Treatments,GlowUp,47.87,57.82,23.24
BEASKTR011,RadiantSkin Pro Treatments,Beauty,Skincare,Treatments,RadiantSkin,45.46,55.68,18.38
BEAHASH001,LuxeBeauty Perfect Shampoo,Beauty,Haircare,Shampoo,LuxeBeauty,33.42,37.61,15.07
BEAHASH002,BeautyBasics Pro Shampoo,Beauty,Haircare,Shampoo,BeautyBasics,45.21,56.13,20.63
BEAHASH003,GlowUp Pro Shampoo,Beauty,Haircare,Shampoo,GlowUp,32.57,37.54,11.75
BEAHASH004,LuxeBeauty Pro Shampoo,Beauty,Haircare,Shampoo,LuxeBeauty,37.75,48.6,11.99
BEAHASH005,BeautyBasics Radiant Shampoo,Beauty,Haircare,Shampoo,BeautyBasics,40.85,48.18,14.75
BEAHASH006,BeautyBasics Perfect Shampoo,Beauty,Haircare,Shampoo,BeautyBasics,39.15,47.1,16.45
BEAHASH007,GlowUp Pro Shampoo,Beauty,Haircare,Shampoo,GlowUp,46.7,60.63,18.65
BEAHASH008,PrettyYou Pure Shampoo,Beauty,Haircare,Shampoo,PrettyYou,45.61,58.66,15.59
BEAHASH009,RadiantSkin Radiant Shampoo,Beauty,Haircare,Shampoo,RadiantSkin,33.85,39.82,15.69
BEAHASH010,PrettyYou Perfect Shampoo,Beauty,Haircare,Shampoo,PrettyYou,46.04,58.06,21.8
BEAHAST001,RadiantSkin Essential Styling,Beauty,Haircare,Styling,RadiantSkin,44.63,49.81,16.11
BEAHAST002,LuxeBeauty Pro Styling,Beauty,Haircare,Styling,LuxeBeauty,38.44,47.62,12.87
BEAHAST003,PrettyYou Luxe Styling,Beauty,Haircare,Styling,PrettyYou,37.53,46.09,18.58
BEAHAST004,PrettyYou Pure Styling,Beauty,Haircare,Styling,PrettyYou,45.15,57.45,14.74
BEAHAST005,LuxeBeauty Essential Styling,Beauty,Haircare,Styling,LuxeBeauty,46.75,57.1,18.58
BEAHAST006,RadiantSkin Luxe Styling,Beauty,Haircare,Styling,RadiantSkin,44.23,53.09,14.81
BEAHAST007,LuxeBeauty Radiant Styling,Beauty,Haircare,Styling,LuxeBeauty,38.37,45.03,12.63
BEAHAST008,GlowUp Essential Styling,Beauty,Haircare,Styling,GlowUp,33.08,37.29,10.1
BEAHAST009,PrettyYou Pure Styling,Beauty,Haircare,Styling,PrettyYou,47.4,61.29,19.43
BEAHAST010,GlowUp Luxe Styling,Beauty,Haircare,Styling,GlowUp,38.91,46.74,14.1
BEAHAST011,LuxeBeauty Essential Styling,Beauty,Haircare,Styling,LuxeBeauty,39.02,47.93,12.53
BEAHAST012,GlowUp Perfect Styling,Beauty,Haircare,Styling,GlowUp,35.45,43.6,15.03
BEAHATR001,RadiantSkin Radiant Treatment,Beauty,Haircare,Treatment,RadiantSkin,34.42,43.24,10.75
BEAHATR002,RadiantSkin Pure Treatment,Beauty,Haircare,Treatment,RadiantSkin,39.35,51.11,12.26
BEAHATR003,PrettyYou Radiant Treatment,Beauty,Haircare,Treatment,PrettyYou,32.92,42.68,14.45
BEAHATR004,RadiantSkin Perfect Treatment,Beauty,Haircare,Treatment,RadiantSkin,35.82,40.27,11.76
BEAHATR005,GlowUp Pure Treatment,Beauty,Haircare,Treatment,GlowUp,36.84,45.63,11.8
BEAHATR006,RadiantSkin Perfect Treatment,Beauty,Haircare,Treatment,RadiantSkin,32.99,42.86,13.26
BEAHATR007,BeautyBasics Essential Treatment,Beauty,Haircare,Treatment,BeautyBasics,45.01,52.27,19.04
BEAHATR008,RadiantSkin Pure Treatment,Beauty,Haircare,Treatment,RadiantSkin,41.97,49.75,17.02
BEAMAFA001,BeautyBasics Luxe Face,Beauty,Makeup,Face,BeautyBasics,34.08,40.56,16.27
BEAMAFA002,PrettyYou Luxe Face,Beauty,Makeup,Face,PrettyYou,35.11,41.52,13.11
BEAMAFA003,LuxeBeauty Perfect Face,Beauty,Makeup,Face,LuxeBeauty,45.23,56.71,20.2
BEAMAFA004,GlowUp Radiant Face,Beauty,Makeup,Face,GlowUp,32.17,38.48,12.33
BEAMAFA005,BeautyBasics Luxe Face,Beauty,Makeup,Face,BeautyBasics,32.3,40.44,11.37
BEAMAFA006,BeautyBasics Perfect Face,Beauty,Makeup,Face,BeautyBasics,34.19,39.08,13.92
BEAMAFA007,PrettyYou Pure Face,Beauty,Makeup,Face,PrettyYou,32.19,41.69,11.21
BEAMAFA008,RadiantSkin Radiant Face,Beauty,Makeup,Face,RadiantSkin,44.81,53.67,22.04
BEAMAFA009,RadiantSkin Pro Face,Beauty,Makeup,Face,RadiantSkin,33.75,40.19,13.82
BEAMAFA010,LuxeBeauty Essential Face,Beauty,Makeup,Face,LuxeBeauty,45.5,54.49,14.54
BEAMAFA011,LuxeBeauty Pure Face,Beauty,Makeup,Face,LuxeBeauty,34.39,42.9,12.55
BEAMAFA012,PrettyYou Essential Face,Beauty,Makeup,Face,PrettyYou,39.61,46.69,14.86
BEAMAEY001,GlowUp Perfect Eyes,Beauty,Makeup,Eyes,GlowUp,39.34,50.29,17.98
BEAMAEY002,LuxeBeauty Luxe Eyes,Beauty,Makeup,Eyes,LuxeBeauty,47.27,54.98,21.62
BEAMAEY003,LuxeBeauty Luxe Eyes,Beauty,Makeup,Eyes,LuxeBeauty,43.0,49.49,16.66
BEAMAEY004,RadiantSkin Perfect Eyes,Beauty,Makeup,Eyes,RadiantSkin,45.44,58.18,13.98
BEAMAEY005,PrettyYou Essential Eyes,Beauty,Makeup,Eyes,PrettyYou,39.37,48.5,16.83
BEAMAEY006,LuxeBeauty Perfect Eyes,Beauty,Makeup,Eyes,LuxeBeauty,46.31,56.63,19.79
BEAMAEY007,RadiantSkin Pro Eyes,Beauty,Makeup,Eyes,RadiantSkin,33.06,37.36,13.34
BEAMAEY008,LuxeBeauty Luxe Eyes,Beauty,Makeup,Eyes,LuxeBeauty,43.79,54.12,17.62
BEAMAEY009,RadiantSkin Perfect Eyes,Beauty,Makeup,Eyes,RadiantSkin,32.66,40.6,10.35
BEAMAEY010,BeautyBasics Essential Eyes,Beauty,Makeup,Eyes,BeautyBasics,33.15,36.54,10.42
BEAMAEY011,LuxeBeauty Perfect Eyes,Beauty,Makeup,Eyes,LuxeBeauty,47.29,55.36,21.16
BEAMAEY012,PrettyYou Pro Eyes,Beauty,Makeup,Eyes,PrettyYou,36.74,46.1,13.59
BEAMALI001,GlowUp Essential Lips,Beauty,Makeup,Lips,GlowUp,42.57,48.31,14.35
BEAMALI002,RadiantSkin Pure Lips,Beauty,Makeup,Lips,RadiantSkin,33.57,42.05,14.5
BEAMALI003,LuxeBeauty Pro Lips,Beauty,Makeup,Lips,LuxeBeauty,36.23,40.45,11.02
BEAMALI004,RadiantSkin Luxe Lips,Beauty,Makeup,Lips,RadiantSkin,47.47,59.52,17.05
BEAMALI005,PrettyYou Radiant Lips,Beauty,Makeup,Lips,PrettyYou,41.98,47.91,15.8
BEAMALI006,LuxeBeauty Luxe Lips,Beauty,Makeup,Lips,LuxeBeauty,33.93,42.58,14.35
BEAMALI007,LuxeBeauty Essential Lips,Beauty,Makeup,Lips,LuxeBeauty,42.29,46.88,17.17
BEAMALI008,BeautyBasics Pro Lips,Beauty,Makeup,Lips,BeautyBasics,47.48,55.01,21.83
BEAMALI009,LuxeBeauty Pure Lips,Beauty,Makeup,Lips,LuxeBeauty,47.67,57.99,20.04
BEAMALI010,BeautyBasics Pro Lips,Beauty,Makeup,Lips,BeautyBasics,43.96,54.13,20.32
BEAMALI011,BeautyBasics Pro Lips,Beauty,Makeup,Lips,BeautyBasics,34.04,43.76,12.52
BEAMALI012,GlowUp Essential Lips,Beauty,Makeup,Lips,GlowUp,35.58,42.22,13.32
GROSNCH001,FreshPick Gourmet Chips,Groceries,Snacks,Chips,FreshPick,9.75,12.56,7.72
GROSNCH002,TastyBites Natural Chips,Groceries,Snacks,Chips,TastyBites,8.95,10.2,6.43
GROSNCH003,TastyBites Premium Chips,Groceries,Snacks,Chips,TastyBites,11.54,13.35,9.19
GROSNCH004,MarketEssentials Gourmet Chips,Groceries,Snacks,Chips,MarketEssentials,11.25,14.28,9.33
GROSNCH005,PantryBasics Gourmet Chips,Groceries,Snacks,Chips,PantryBasics,11.66,14.59,8.61
GROSNCH006,GoodEats Organic Chips,Groceries,Snacks,Chips,GoodEats,9.83,12.25,8.12
GROSNCH007,PantryBasics Organic Chips,Groceries,Snacks,Chips,PantryBasics,11.09,12.6,8.86
GROSNCH008,TastyBites Organic Chips,Groceries,Snacks,Chips,TastyBites,10.17,13.09,8.62
GROSNCH009,GoodEats Premium Chips,Groceries,Snacks,Chips,GoodEats,8.16,9.2,5.92
GROSNCH010,GoodEats Fresh Chips,Groceries,Snacks,Chips,GoodEats,10.89,12.45,8.96
GROSNCH011,PantryBasics Classic Chips,Groceries,Snacks,Chips,PantryBasics,10.01,12.48,8.27
GROSNCH012,TastyBites Fresh Chips,Groceries,Snacks,Chips,TastyBites,10.16,12.21,8.01
GROSNCH013,GoodEats Organic Chips,Groceries,Snacks,Chips,GoodEats,9.18,11.36,7.2
GROSNCH014,TastyBites Organic Chips,Groceries,Snacks,Chips,TastyBites,11.48,14.38,9.13
GROSNCH015,MarketEssentials Classic Chips,Groceries,Snacks,Chips,MarketEssentials,8.63,9.51,6.64
GROSNCH016,PantryBasics Fresh Chips,Groceries,Snacks,Chips,PantryBasics,8.98,11.66,7.26
GROSNCH017,TastyBites Classic Chips,Groceries,Snacks,Chips,TastyBites,8.39,10.57,6.38
GROSNCH018,GoodEats Fresh Chips,Groceries,Snacks,Chips,GoodEats,8.81,10.98,6.9
GROSNCH019,GoodEats Gourmet Chips,Groceries,Snacks,Chips,GoodEats,10.45,12.24,7.61
GROSNCH020,TastyBites Classic Chips,Groceries,Snacks,Chips,TastyBites,11.12,12.25,8.71
GROSNCH021,PantryBasics Organic Chips,Groceries,Snacks,Chips,PantryBasics,11.03,13.78,7.78
GROSNCH022,TastyBites Organic Chips,Groceries,Snacks,Chips,TastyBites,8.8,10.33,7.43
GROSNCH023,MarketEssentials Premium Chips,Groceries,Snacks,Chips,MarketEssentials,9.3,10.8,6.72
GROSNCH024,GoodEats Fresh Chips,Groceries,Snacks,Chips,GoodEats,11.5,13.49,9.76
GROSNCH025,TastyBites Premium Chips,Groceries,Snacks,Chips,TastyBites,9.78,12.5,7.91
GROSNCO001,TastyBites Premium Cookies,Groceries,Snacks,Cookies,TastyBites,10.36,12.25,7.86
GROSNCO002,MarketEssentials Premium Cookies,Groceries,Snacks,Cookies,MarketEssentials,10.77,13.18,7.55
GROSNCO003,PantryBasics Fresh Cookies,Groceries,Snacks,Cookies,PantryBasics,9.41,10.53,7.71
GROSNCO004,GoodEats Gourmet Cookies,Groceries,Snacks,Cookies,GoodEats,10.34,12.71,7.99
GROSNCO005,PantryBasics Classic Cookies,Groceries,Snacks,Cookies,PantryBasics,8.25,10.0,6.49
GROSNCO006,FreshPick Organic Cookies,Groceries,Snacks,Cookies,FreshPick,10.23,12.64,8.09
GROSNCO007,GoodEats Fresh Cookies,Groceries,Snacks,Cookies,GoodEats,11.21,14.18,8.3
GROSNCO008,FreshPick Classic Cookies,Groceries,Snacks,Cookies,FreshPick,9.98,11.1,7.1
GROSNCO009,FreshPick Classic Cookies,Groceries,Snacks,Cookies,FreshPick,9.33,11.58,7.63
GROSNCO010,TastyBites Fresh Cookies,Groceries,Snacks,Cookies,TastyBites,11.14,13.24,8.66
GROSNCO011,PantryBasics Classic Cookies,Groceries,Snacks,Cookies,PantryBasics,8.58,10.18,6.43
GROSNCO012,FreshPick Fresh Cookies,Groceries,Snacks,Cookies,FreshPick,8.35,10.18,6.12
GROSNCO013,PantryBasics Premium Cookies,Groceries,Snacks,Cookies,PantryBasics,10.93,14.06,9.29
GROSNCO014,MarketEssentials Premium Cookies,Groceries,Snacks,Cookies,MarketEssentials,10.56,12.96,8.06
GROSNCO015,MarketEssentials Organic Cookies,Groceries,Snacks,Cookies,MarketEssentials,11.13,13.16,7.99
GROSNCO016,PantryBasics Premium Cookies,Groceries,Snacks,Cookies,PantryBasics,11.35,13.78,8.6
GROSNCO017,MarketEssentials Classic Cookies,Groceries,Snacks,Cookies,MarketEssentials,10.34,12.12,7.52
GROSNCO018,PantryBasics Natural Cookies,Groceries,Snacks,Cookies,PantryBasics,9.33,10.31,6.57
GROSNCO019,GoodEats Classic Cookies,Groceries,Snacks,Cookies,GoodEats,11.32,13.62,8.38
GROSNCO020,TastyBites Premium Cookies,Groceries,Snacks,Cookies,TastyBites,9.19,10.58,7.73
GROSNCO021,FreshPick Premium Cookies,Groceries,Snacks,Cookies,FreshPick,9.71,12.31,8.07
GROSNCO022,MarketEssentials Organic Cookies,Groceries,Snacks,Cookies,MarketEssentials,8.74,10.41,7.17
GROSNCO023,PantryBasics Gourmet Cookies,Groceries,Snacks,Cookies,PantryBasics,9.92,11.07,7.14
GROSNNU001,TastyBites Gourmet Nuts,Groceries,Snacks,Nuts,TastyBites,10.9,12.94,8.44
GROSNNU002,GoodEats Premium Nuts,Groceries,Snacks,Nuts,GoodEats,10.91,12.34,8.89
GROSNNU003,MarketEssentials Organic Nuts,Groceries,Snacks,Nuts,MarketEssentials,10.43,13.04,7.51
GROSNNU004,MarketEssentials Premium Nuts,Groceries,Snacks,Nuts,MarketEssentials,10.62,11.83,8.96
GROSNNU005,FreshPick Organic Nuts,Groceries,Snacks,Nuts,FreshPick,8.22,9.47,6.1
GROSNNU006,GoodEats Natural Nuts,Groceries,Snacks,Nuts,GoodEats,8.98,10.32,7.51
GROSNNU007,TastyBites Classic Nuts,Groceries,Snacks,Nuts,TastyBites,9.08,10.8,7.39
GROSNNU008,FreshPick Premium Nuts,Groceries,Snacks,Nuts,FreshPick,11.1,13.29,7.88
GROSNNU009,GoodEats Gourmet Nuts,Groceries,Snacks,Nuts,GoodEats,8.13,10.41,5.76
GROSNNU010,TastyBites Premium Nuts,Groceries,Snacks,Nuts,TastyBites,8.55,10.11,6.67
GROSNNU011,TastyBites Gourmet Nuts,Groceries,Snacks,Nuts,TastyBites,9.38,10.36,7.83
GROSNNU012,PantryBasics Natural Nuts,Groceries,Snacks,Nuts,PantryBasics,10.64,12.9,8.99
GROSNNU013,PantryBasics Fresh Nuts,Groceries,Snacks,Nuts,PantryBasics,11.74,13.89,8.31
GROSNNU014,GoodEats Premium Nuts,Groceries,Snacks,Nuts,GoodEats,9.03,11.71,7.31
GROSNNU015,TastyBites Fresh Nuts,Groceries,Snacks,Nuts,TastyBites,9.02,10.28,7.2
GROSNNU016,PantryBasics Gourmet Nuts,Groceries,Snacks,Nuts,PantryBasics,10.25,13.27,7.89
GROSNNU017,GoodEats Organic Nuts,Groceries,Snacks,Nuts,GoodEats,10.42,11.7,7.84
GROSNNU018,FreshPick Gourmet Nuts,Groceries,Snacks,Nuts,FreshPick,8.6,9.89,6.31
GROSNNU019,MarketEssentials Premium Nuts,Groceries,Snacks,Nuts,MarketEssentials,11.39,13.72,8.93
GROSNNU020,TastyBites Gourmet Nuts,Groceries,Snacks,Nuts,TastyBites,8.45,10.52,7.01
GROSNNU021,TastyBites Gourmet Nuts,Groceries,Snacks,Nuts,TastyBites,8.26,9.99,6.66
GROSNNU022,TastyBites Premium Nuts,Groceries,Snacks,Nuts,TastyBites,8.32,9.96,6.39
GROSNNU023,GoodEats Classic Nuts,Groceries,Snacks,Nuts,GoodEats,8.65,10.99,7.29
GROBESO001,GoodEats Fresh Soda,Groceries,Beverages,Soda,GoodEats,10.67,12.61,8.21
GROBESO002,MarketEssentials Natural Soda,Groceries,Beverages,Soda,MarketEssentials,10.59,11.78,8.28
GROBESO003,FreshPick Fresh Soda,Groceries,Beverages,Soda,FreshPick,10.04,11.97,8.24
GROBESO004,FreshPick Fresh Soda,Groceries,Beverages,Soda,FreshPick,8.2,9.35,6.71
GROBESO005,PantryBasics Natural Soda,Groceries,Beverages,Soda,PantryBasics,9.03,10.52,6.54
GROBESO006,FreshPick Gourmet Soda,Groceries,Beverages,Soda,FreshPick,11.02,12.57,8.57
GROBESO007,MarketEssentials Organic Soda,Groceries,Beverages,Soda,MarketEssentials,11.5,14.65,9.57
GROBESO008,FreshPick Fresh Soda,Groceries,Beverages,Soda,FreshPick,8.95,11.6,6.87
GROBESO009,TastyBites Fresh Soda,Groceries,Beverages,Soda,TastyBites,11.08,12.33,7.8
GROBESO010,PantryBasics Natural Soda,Groceries,Beverages,Soda,PantryBasics,9.85,11.89,8.23
GROBESO011,GoodEats Natural Soda,Groceries,Beverages,Soda,GoodEats,9.98,12.29,7.14
GROBESO012,GoodEats Natural Soda,Groceries,Beverages,Soda,GoodEats,11.28,14.15,8.54
GROBEJU001,PantryBasics Premium Juice,Groceries,Beverages,Juice,PantryBasics,11.85,14.27,8.65
GROBEJU002,GoodEats Premium Juice,Groceries,Beverages,Juice,GoodEats,9.14,11.11,7.48
GROBEJU003,MarketEssentials Organic Juice,Groceries,Beverages,Juice,MarketEssentials,10.53,12.41,8.63
GROBEJU004,FreshPick Organic Juice,Groceries,Beverages,Juice,FreshPick,11.65,13.18,9.09
GROBEJU005,FreshPick Fresh Juice,Groceries,Beverages,Juice,FreshPick,10.77,12.53,8.82
GROBEJU006,MarketEssentials Gourmet Juice,Groceries,Beverages,Juice,MarketEssentials,11.42,13.19,9.54
GROBEJU007,GoodEats Gourmet Juice,Groceries,Beverages,Juice,GoodEats,11.92,13.6,8.6
GROBEJU008,GoodEats Fresh Juice,Groceries,Beverages,Juice,GoodEats,8.73,10.74,7.28
GROBEJU009,FreshPick Natural Juice,Groceries,Beverages,Juice,FreshPick,8.6,10.52,6.59
GROBEJU010,PantryBasics Fresh Juice,Groceries,Beverages,Juice,PantryBasics,8.33,10.5,6.93
GROBEJU011,MarketEssentials Premium Juice,Groceries,Beverages,Juice,MarketEssentials,10.01,11.85,8.46
GROBEJU012,MarketEssentials Fresh Juice,Groceries,Beverages,Juice,MarketEssentials,11.92,14.63,9.54
GROBEJU013,FreshPick Fresh Juice,Groceries,Beverages,Juice,FreshPick,8.66,10.26,7.2
GROBEJU014,GoodEats Classic Juice,Groceries,Beverages,Juice,GoodEats,8.64,10.47,6.06
GROBECO001,GoodEats Classic Coffee,Groceries,Beverages,Coffee,GoodEats,10.1,12.91,8.16
GROBECO002,MarketEssentials Organic Coffee,Groceries,Beverages,Coffee,MarketEssentials,8.31,9.45,6.73
GROBECO003,GoodEats Natural Coffee,Groceries,Beverages,Coffee,GoodEats,11.42,13.8,9.4
GROBECO004,GoodEats Fresh Coffee,Groceries,Beverages,Coffee,GoodEats,10.83,12.93,8.09
GROBECO005,TastyBites Fresh Coffee,Groceries,Beverages,Coffee,TastyBites,11.28,13.21,8.67
GROBECO006,FreshPick Natural Coffee,Groceries,Beverages,Coffee,FreshPick,9.97,11.63,8.22
GROBECO007,GoodEats Premium Coffee,Groceries,Beverages,Coffee,GoodEats,8.69,10.99,7.01
GROBECO008,GoodEats Gourmet Coffee,Groceries,Beverages,Coffee,GoodEats,8.39,9.47,6.18
GROBECO009,PantryBasics Gourmet Coffee,Groceries,Beverages,Coffee,PantryBasics,9.38,11.73,7.2
GROBECO010,MarketEssentials Fresh Coffee,Groceries,Beverages,Coffee,MarketEssentials,10.59,12.4,8.4
GROBECO011,FreshPick Premium Coffee,Groceries,Beverages,Coffee,FreshPick,11.35,14.71,8.75
GROBECO012,MarketEssentials Natural Coffee,Groceries,Beverages,Coffee,MarketEssentials,10.53,13.0,7.57
GROBECO013,MarketEssentials Fresh Coffee,Groceries,Beverages,Coffee,MarketEssentials,9.29,10.35,7.46
GROBECO014,GoodEats Gourmet Coffee,Groceries,Beverages,Coffee,GoodEats,8.69,9.95,7.2
GROBECO015,GoodEats Organic Coffee,Groceries,Beverages,Coffee,GoodEats,11.34,13.93,8.41
GROBECO016,GoodEats Fresh Coffee,Groceries,Beverages,Coffee,GoodEats,10.77,12.5,8.36
GROBECO017,GoodEats Premium Coffee,Groceries,Beverages,Coffee,GoodEats,8.84,10.26,6.23
GROBECO018,MarketEssentials Gourmet Coffee,Groceries,Beverages,Coffee,MarketEssentials,10.6,13.51,8.91
GROBECO019,GoodEats Fresh Coffee,Groceries,Beverages,Coffee,GoodEats,11.05,13.63,9.04
GROBECO020,FreshPick Premium Coffee,Groceries,Beverages,Coffee,FreshPick,9.03,11.15,7.55
GROBECO021,GoodEats Fresh Coffee,Groceries,Beverages,Coffee,GoodEats,10.23,12.17,7.33
GROBECO022,TastyBites Natural Coffee,Groceries,Beverages,Coffee,TastyBites,9.83,11.89,8.16
GROBECO023,PantryBasics Premium Coffee,Groceries,Beverages,Coffee,PantryBasics,9.51,10.67,8.05
GROPAPA001,TastyBites Natural Pasta,Groceries,Pantry,Pasta,TastyBites,9.68,12.08,6.84
GROPAPA002,GoodEats Premium Pasta,Groceries,Pantry,Pasta,GoodEats,11.66,14.83,8.65
GROPAPA003,PantryBasics Premium Pasta,Groceries,Pantry,Pasta,PantryBasics,9.16,11.46,7.66
GROPAPA004,PantryBasics Natural Pasta,Groceries,Pantry,Pasta,PantryBasics,11.21,14.49,7.88
GROPAPA005,MarketEssentials Fresh Pasta,Groceries,Pantry,Pasta,MarketEssentials,10.9,13.79,8.13
GROPAPA006,GoodEats Gourmet Pasta,Groceries,Pantry,Pasta,GoodEats,9.12,10.23,7.58
GROPAPA007,FreshPick Gourmet Pasta,Groceries,Pantry,Pasta,FreshPick,10.8,12.09,8.44
GROPAPA008,PantryBasics Natural Pasta,Groceries,Pantry,Pasta,PantryBasics,8.96,10.69,6.29
GROPAPA009,GoodEats Fresh Pasta,Groceries,Pantry,Pasta,GoodEats,9.2,10.66,7.26
GROPAPA010,MarketEssentials Classic Pasta,Groceries,Pantry,Pasta,MarketEssentials,9.19,10.2,7.46
GROPAPA011,FreshPick Gourmet Pasta,Groceries,Pantry,Pasta,FreshPick,11.6,14.31,9.6
GROPAPA012,PantryBasics Gourmet Pasta,Groceries,Pantry,Pasta,PantryBasics,10.36,11.78,8.64
GROPAPA013,MarketEssentials Classic Pasta,Groceries,Pantry,Pasta,MarketEssentials,8.31,10.46,6.11
GROPAPA014,MarketEssentials Natural Pasta,Groceries,Pantry,Pasta,MarketEssentials,8.13,10.56,6.4
GROPACA001,PantryBasics Premium Canned Goods,Groceries,Pantry,Canned Goods,PantryBasics,11.41,12.7,8.88
